"","CD3","CD4","CD8a","CD11b","CD14","CD15","CD16","CD19","CD20","CD25","CD27","CD28","CD34","CD45RA","CD45RO","CD56","CD62L","CD69","CD80","CD86","CD127","CD137","CD197","CD274","CD278","CD335","PD.1","HLA.DR","TIGIT","cluster.info"
"196",15,141,15,1174,417,16,8,7,18,6,11,11,0,124,29,2,4,26,2,296,3,2,12,4,7,3,6,3214,4,"CD14 Mono"
"197",20,223,10,997,576,9,2,7,10,4,3,7,0,55,27,26,31,9,2,269,7,4,5,1,3,3,5,825,4,"CD14 Mono"
"198",1494,1097,7,10,13,9,3,6,17,5,584,142,0,662,2,12,275,13,2,2,92,3,18,3,115,3,7,20,1,"naive CD4 T"
"199",13,133,4,666,381,11,2,7,5,3,4,4,0,51,28,5,17,5,1,104,2,2,3,1,5,1,1,706,2,"CD14 Mono"
"200",478,780,5,9,8,4,1,0,2,15,153,67,0,52,14,1,7,8,1,3,68,0,7,4,24,1,5,14,0,"mem CD4 T"
"201",691,1189,8,5,17,12,2,2,6,3,467,133,0,124,19,2,32,4,4,2,39,3,11,1,38,8,8,17,2,"naive CD4 T"
"202",286,511,2,9,5,5,0,1,4,5,217,82,0,3,128,1,2,5,1,0,34,0,8,3,33,1,6,2,7,"mem CD4 T"
"203",17,8,6,19,8,15,3,779,1849,12,261,9,1,1322,7,4,22,16,5,14,8,6,13,4,7,3,12,772,6,"B"
"204",5,71,11,1872,658,17,1,3,10,5,6,6,0,4,57,1,5,16,1,169,6,4,4,4,3,1,3,218,5,"CD14 Mono"
"205",13,5,6,190,15,11,893,3,11,10,5,10,3,1813,1,436,6,14,4,2,2,0,2,5,13,85,9,26,6,"NK"
"206",7,212,12,4014,655,37,4,9,15,17,4,14,0,14,146,9,77,86,6,409,9,8,17,1,10,5,8,287,2,"CD14 Mono"
"207",349,1181,5,9,9,7,1,3,6,2,3,145,0,19,45,6,1,6,0,1,99,1,12,2,19,2,3,10,0,"mem CD4 T"
"208",24,336,14,3299,759,21,3,11,15,14,7,11,0,43,100,15,33,27,2,268,7,0,12,11,9,6,11,378,10,"CD14 Mono"
"209",16,9,44,533,12,9,306,3,8,5,5,22,0,1622,4,222,3,8,2,4,3,7,3,4,12,14,7,16,1,"NK"
"210",561,814,8,10,12,8,8,7,5,5,314,81,0,106,28,5,21,10,2,1,27,2,13,6,39,2,6,16,2,"naive CD4 T"
"211",9,12,7,213,11,7,156,2,4,5,27,14,0,1167,3,725,45,10,4,3,1,0,5,3,3,141,3,17,7,"NK"
"212",196,904,2,15,8,8,0,1,1,8,296,109,0,2,42,0,5,9,1,0,85,2,6,3,64,5,28,14,0,"mem CD4 T"
"213",600,986,6,13,10,8,4,6,7,6,613,73,1,427,11,6,41,15,0,5,21,6,23,4,52,2,5,18,1,"naive CD4 T"
"214",615,927,5,4,13,7,3,6,5,1,521,118,0,90,15,1,46,7,5,1,51,1,12,1,47,9,8,21,2,"naive CD4 T"
"215",524,1567,8,7,10,9,2,1,4,10,2,326,0,6,259,7,8,10,2,5,141,2,2,3,78,4,5,19,0,"mem CD4 T"
"216",316,6,101,6,9,3,2,2,6,2,82,80,0,11,94,0,2,14,0,3,65,2,3,2,8,2,7,8,0,"CD8 T"
"217",9,10,10,37,3,3,40,4,6,2,3,7,0,772,3,145,18,17,0,1,2,24,7,3,3,111,4,4,12,"NK"
"218",597,1134,7,6,11,12,1,7,6,6,458,247,0,6,137,6,2,7,2,1,83,2,5,15,32,2,4,16,3,"mem CD4 T"
"219",584,882,5,9,8,6,2,1,8,4,365,116,0,154,14,2,29,6,1,1,44,6,7,2,37,1,2,13,1,"naive CD4 T"
"220",21,10,7,134,10,6,663,113,8,5,5,19,1,1024,4,81,2,11,2,3,5,3,9,5,4,75,6,21,8,"NK"
"221",5,324,4,3,4,6,0,1,6,3,1,11,0,948,8,2,121,43,2,1,2,2,6,1,2,3,9,525,3,"DC"
"222",689,1227,3,10,8,9,4,3,11,9,505,148,0,69,50,2,95,10,0,2,35,3,9,3,73,2,3,17,3,"naive CD4 T"
"223",8,203,8,1686,563,15,4,6,12,5,5,13,0,57,57,5,54,24,3,79,8,8,13,2,6,8,3,212,3,"CD14 Mono"
"224",549,786,3,5,6,15,2,5,9,13,571,102,0,53,21,2,40,3,0,1,60,2,7,1,51,2,2,7,0,"naive CD4 T"
"225",632,1216,5,10,14,8,3,3,12,2,761,132,1,144,17,1,22,10,1,5,53,1,16,3,57,9,4,11,4,"naive CD4 T"
"226",571,869,6,11,5,6,0,5,4,3,474,72,0,314,3,5,20,13,4,3,49,2,11,0,38,8,3,17,3,"naive CD4 T"
"227",944,1137,5,8,4,9,4,8,8,4,567,140,0,347,6,6,132,11,1,2,108,2,10,3,120,5,7,15,10,"naive CD4 T"
"228",8,3,5,17,13,15,1,384,829,2,4,8,0,666,6,1,8,26,0,3,3,1,12,6,7,3,6,660,1,"B"
"229",8,56,7,2987,685,11,3,4,10,7,9,17,0,21,68,5,88,28,0,204,6,3,7,4,1,0,4,117,2,"CD14 Mono"
"230",183,564,4,4,6,7,2,2,4,13,201,97,0,3,68,1,0,5,0,3,96,2,4,3,22,7,7,12,0,"mem CD4 T"
"231",222,2,163,5,3,4,0,0,4,3,337,41,0,184,3,0,3,3,1,2,26,2,6,1,18,2,3,5,1,"CD8 T"
"232",645,903,2,10,8,4,1,6,9,30,342,278,0,13,175,8,13,5,2,6,5,12,13,0,494,11,3,75,3,"mem CD4 T"
"233",1153,1927,5,8,9,14,0,3,11,58,506,310,0,120,114,3,153,4,4,9,19,3,12,4,351,1,5,17,4,"mem CD4 T"
"234",16,280,8,1829,1189,10,7,2,6,7,8,20,0,42,51,3,9,19,4,266,8,4,6,2,4,4,7,957,3,"CD14 Mono"
"235",11,125,8,3336,676,21,3,2,12,6,8,12,0,10,100,5,11,43,2,138,2,3,11,5,6,6,5,208,2,"CD14 Mono"
"236",329,962,5,5,6,13,1,2,7,4,284,80,0,5,163,3,6,6,3,5,87,2,5,1,25,4,63,8,2,"mem CD4 T"
"237",562,1107,6,4,5,6,2,1,8,7,349,150,0,28,93,6,10,9,0,0,38,4,6,0,81,2,14,9,2,"mem CD4 T"
"238",447,1037,3,4,9,4,0,7,4,11,309,155,0,8,120,3,76,12,3,1,62,3,9,4,115,0,15,11,0,"mem CD4 T"
"239",9,93,4,363,33,5,16,4,14,2,4,6,0,61,37,0,0,15,0,143,7,2,3,4,4,1,2,400,0,"CD14 Mono"
"240",857,721,9,2,11,9,5,2,8,2,511,57,0,332,5,1,74,8,0,5,40,3,12,5,40,2,3,7,4,"naive CD4 T"
"241",381,579,6,3,11,6,2,1,4,2,263,50,0,126,9,0,6,6,2,4,29,0,16,3,23,1,2,3,0,"naive CD4 T"
"242",5,4,9,8,9,10,0,756,1099,29,258,15,0,939,8,3,16,28,0,5,7,2,13,5,9,8,4,229,3,"B"
"243",24,135,8,1323,420,14,3,2,12,5,11,8,0,54,68,7,2,8,3,167,2,3,10,3,4,2,3,2391,0,"CD14 Mono"
"244",653,649,8,13,14,11,2,6,6,1,347,60,0,517,2,2,5,3,1,0,18,0,13,1,29,2,0,5,3,"naive CD4 T"
"245",17,165,11,2128,610,10,3,6,8,12,8,12,0,21,114,9,6,17,6,144,6,7,13,4,3,5,5,2169,6,"CD14 Mono"
"246",11,95,6,1033,570,11,7,2,4,7,3,16,0,8,56,1,4,17,2,112,5,3,6,5,0,2,5,299,1,"CD14 Mono"
"247",347,570,2,10,7,2,1,0,6,1,362,91,0,206,4,0,8,4,3,0,13,6,7,4,27,2,2,6,1,"naive CD4 T"
"248",4,232,1,1546,744,13,5,6,10,3,4,17,0,131,12,2,37,15,2,188,1,3,6,0,2,6,10,346,6,"CD14 Mono"
"249",9,5,3,73,10,12,575,3,12,7,2,15,0,571,5,182,3,129,1,4,2,3,4,2,12,26,3,19,55,"NK"
"250",42,253,24,1626,540,77,12,14,52,25,20,95,0,29,87,27,15,35,5,256,9,20,42,12,30,22,38,1550,16,"CD14 Mono"
"251",5,121,3,53,10,2,7,0,0,1,3,2,0,13,14,1,9,7,0,56,0,0,3,0,0,1,7,910,0,"DC"
"252",388,1283,7,8,11,13,4,6,6,10,535,148,0,20,76,3,14,10,1,7,54,6,4,5,24,2,15,14,6,"mem CD4 T"
"253",1068,1188,4,4,11,10,1,3,12,59,394,113,0,302,11,2,28,13,1,6,14,3,16,0,25,6,6,19,3,"naive CD4 T"
"254",530,1380,4,15,11,11,4,3,7,12,254,112,0,19,67,8,1,1,1,4,120,1,12,1,42,1,13,12,2,"mem CD4 T"
"255",12,73,4,423,251,9,5,6,8,1,12,14,0,165,4,3,10,6,4,98,7,3,6,0,2,3,2,397,3,"CD14 Mono"
"256",122,32,51,431,198,1,2,2,2,0,157,28,0,5,101,4,26,4,0,82,38,1,3,0,14,2,11,128,7,"CD14 Mono"
"257",757,8,6,4,14,10,3,1,10,4,828,147,0,590,5,6,30,7,3,3,63,2,7,1,58,2,12,20,2,"naive CD4 T"
"258",0,70,6,1718,296,11,2,1,6,0,4,4,0,5,55,5,4,9,1,92,5,4,5,1,1,4,5,100,1,"CD14 Mono"
"259",6,9,8,28,28,11,5,3,9,4,1,13,0,17,3,4,3,229,1,7,4,1,3,22,2,4,2,45,3,"DC"
"260",19,151,9,672,893,9,5,7,8,1,6,9,0,59,59,6,39,13,3,371,6,5,5,3,2,4,7,2712,3,"CD14 Mono"
"261",14,82,7,2367,419,24,2,7,15,6,5,6,0,8,69,5,44,70,2,154,6,2,7,2,4,4,2,258,2,"CD14 Mono"
"262",682,844,3,8,17,13,0,3,9,3,449,137,0,8,110,3,15,6,0,5,17,5,21,3,155,5,9,14,2,"mem CD4 T"
"263",626,1112,3,8,9,8,2,3,4,11,436,78,0,101,17,1,11,3,0,2,48,0,19,2,19,6,4,13,2,"naive CD4 T"
"264",423,546,2,5,5,8,1,2,12,3,457,71,1,541,0,7,13,6,4,2,10,3,5,0,30,8,5,10,0,"naive CD4 T"
"265",8,129,8,2804,451,16,1,8,11,4,8,9,0,9,110,2,16,38,1,143,10,4,8,7,4,3,5,123,3,"CD14 Mono"
"266",1080,880,5,12,6,11,3,4,5,2,505,119,1,433,18,2,53,4,0,6,71,1,11,5,64,4,6,15,4,"naive CD4 T"
"267",25,212,6,12,17,6,2,2,17,2,5,7,0,40,32,6,22,13,3,79,3,2,6,0,3,4,3,2056,0,"DC"
"268",739,793,1,12,11,10,2,2,4,3,494,113,0,63,33,3,13,8,1,1,20,0,16,6,53,3,4,13,2,"naive CD4 T"
"269",3,84,1,1567,537,6,1,6,4,1,4,4,0,42,20,0,15,10,0,181,3,0,3,1,3,3,8,98,2,"CD14 Mono"
"270",13,417,12,4692,1240,29,10,6,19,17,8,28,0,53,151,13,92,34,6,574,9,11,12,8,11,8,12,1849,7,"CD14 Mono"
"271",845,20,579,6,8,5,4,8,36,4,427,67,0,13,226,4,5,16,1,6,44,1,5,2,49,6,55,40,36,"CD8 T"
"272",559,888,3,6,14,4,1,5,2,5,472,44,0,446,6,1,21,8,2,4,58,1,20,3,35,4,4,16,1,"naive CD4 T"
"273",6,205,6,3512,877,11,1,4,10,12,5,10,0,8,94,1,18,17,5,248,4,2,7,3,8,4,4,389,1,"CD14 Mono"
"274",872,871,15,6,8,9,3,1,8,6,710,179,0,201,14,3,174,13,1,1,128,0,14,2,167,3,5,22,5,"naive CD4 T"
"275",501,1354,4,21,14,7,3,2,6,116,247,522,0,23,399,2,154,5,4,8,3,6,11,0,364,3,20,33,1,"mem CD4 T"
"276",769,12,1203,85,12,4,6,1,2,0,5,8,0,35,103,3,2,3,0,9,9,3,13,4,48,3,32,32,42,"CD8 T"
"277",28,19,12,235,7,16,2,764,1534,50,67,20,0,1363,5,5,17,15,10,3,7,1,21,2,12,6,11,1194,4,"B"
"278",6,75,2,962,442,2,3,2,6,2,7,3,0,126,9,0,35,21,1,84,0,2,6,4,2,1,2,127,0,"CD14 Mono"
"279",508,969,9,18,13,4,3,4,6,5,515,101,0,184,12,6,5,11,2,4,35,4,5,3,35,4,1,8,2,"naive CD4 T"
"280",727,1041,2,6,9,11,3,5,5,5,416,69,0,334,7,4,16,11,1,2,34,3,25,2,22,3,7,24,0,"naive CD4 T"
"281",317,1053,2,10,9,10,4,4,10,9,70,109,0,6,183,2,0,7,1,1,76,1,6,2,62,5,17,12,2,"mem CD4 T"
"282",55,115,5,95,8,7,65,1,13,4,217,30,1,577,8,145,40,15,0,2,17,3,9,3,5,84,7,33,2,"NK"
"283",15,7,5,164,18,12,540,3,14,7,2,21,0,902,5,255,6,15,2,4,3,1,8,4,83,40,6,23,60,"NK"
"284",702,1193,10,15,15,18,8,5,11,2,659,129,0,120,21,3,31,1,1,0,53,2,8,1,50,5,6,11,2,"naive CD4 T"
"285",7,222,8,3160,785,17,3,5,9,7,8,14,0,19,108,2,11,9,3,103,4,2,10,5,2,0,6,294,7,"CD14 Mono"
"286",119,4,3,61,8,4,1,2,7,5,3,4,0,15,26,2,1,17,3,3,53,1,5,0,63,2,107,9,2,"mem CD4 T"
"287",738,1610,5,14,13,18,1,4,7,4,915,145,0,215,19,6,43,9,0,5,54,0,11,2,150,9,13,16,4,"naive CD4 T"
"288",567,745,7,7,13,19,3,521,851,24,337,96,1,740,18,4,23,17,1,4,21,2,20,5,58,4,8,519,1,"B"
"289",525,1055,8,7,11,7,2,2,5,1,543,133,0,386,6,4,24,3,2,2,28,2,11,3,81,8,5,7,1,"naive CD4 T"
"290",834,3348,8,11,13,16,6,2,10,17,497,622,0,18,295,7,21,13,4,6,186,4,12,10,450,12,41,12,4,"mem CD4 T"
"291",608,1129,4,4,10,20,4,2,14,4,405,98,0,177,10,2,48,7,0,1,55,1,10,1,42,5,6,18,5,"naive CD4 T"
"292",14,6,4,235,10,11,334,7,9,3,3,16,1,754,10,201,2,14,1,6,3,1,0,2,71,10,2,17,66,"NK"
"293",614,904,5,5,6,7,6,2,11,1,442,87,0,33,45,6,6,12,0,2,20,2,15,2,32,0,6,10,1,"naive CD4 T"
"294",12,8,12,72,6,21,2,931,2462,15,476,14,0,1147,9,12,45,47,15,41,5,7,12,11,7,11,3,1018,6,"B"
"295",303,1322,2,17,10,7,3,3,7,8,10,280,0,10,160,4,8,11,2,5,176,2,8,3,50,4,17,8,2,"mem CD4 T"
"296",8,131,11,2711,738,11,1,9,30,11,6,7,0,136,29,6,51,43,5,92,5,8,8,7,1,5,7,190,2,"CD14 Mono"
"297",8,9,16,87,9,7,149,1,6,4,6,8,0,1422,1,262,0,10,0,2,3,1,7,7,8,54,3,9,4,"NK"
"298",18,107,4,1974,471,19,4,7,11,8,5,10,0,70,44,5,45,25,2,178,7,3,7,2,8,8,7,507,3,"CD14 Mono"
"299",895,992,13,8,11,12,1,1,4,12,483,66,0,406,9,2,12,14,3,4,31,0,19,3,18,7,3,8,0,"naive CD4 T"
"300",531,1549,7,15,14,10,1,7,9,11,647,219,0,13,157,1,128,9,1,6,61,1,17,7,94,6,4,21,31,"mem CD4 T"
"301",428,520,3,2,2,1,0,0,3,3,227,54,0,185,3,0,1,0,1,4,16,0,5,1,22,0,2,4,1,"naive CD4 T"
"302",8,188,6,1159,209,13,42,10,12,7,2,12,0,63,86,5,3,13,2,363,0,3,10,1,4,7,2,1274,49,"CD14 Mono"
"303",739,1149,12,9,10,15,2,5,6,135,724,245,0,6,121,5,160,11,5,4,13,1,9,3,280,7,28,229,57,"mem CD4 T"
"304",45,244,8,2092,703,19,1,5,14,7,11,15,0,208,31,4,84,23,4,552,3,1,19,5,5,4,5,911,4,"CD14 Mono"
"305",665,1395,6,9,7,6,3,7,10,6,623,220,0,14,390,4,9,20,1,1,87,2,11,2,173,2,116,23,47,"mem CD4 T"
"306",13,126,9,1752,768,15,3,5,12,3,6,9,0,55,66,5,14,19,2,183,4,4,8,1,9,6,6,560,2,"CD14 Mono"
"307",617,885,10,6,10,9,1,3,8,1,616,127,0,232,4,4,28,3,1,3,38,4,12,0,45,0,6,17,2,"naive CD4 T"
"308",720,1202,7,10,9,14,3,6,5,0,516,142,0,54,37,0,52,5,1,6,27,3,13,3,76,2,5,17,2,"naive CD4 T"
"309",5,6,8,72,15,6,492,1,5,5,3,6,0,1126,6,67,1,9,1,3,3,2,4,2,34,15,9,40,36,"NK"
"310",4,4,5,360,14,7,345,1,5,3,4,14,1,1124,3,106,2,9,2,5,4,0,4,0,22,44,1,6,4,"NK"
"311",16,189,6,2002,601,9,2,7,9,6,7,15,1,12,101,5,26,28,0,148,10,4,7,6,5,4,4,325,3,"CD14 Mono"
"312",5,121,6,500,97,6,114,6,6,6,6,9,0,84,42,5,6,8,1,255,5,2,10,0,2,6,3,1321,3,"CD14 Mono"
"313",23,111,8,1794,402,6,4,3,11,5,5,4,0,10,52,3,18,20,1,139,6,2,5,1,8,3,3,204,4,"CD14 Mono"
"314",769,1653,8,13,13,11,5,2,9,0,1103,227,0,106,26,6,11,4,1,2,7,5,23,4,138,7,11,19,3,"naive CD4 T"
"315",983,1170,15,4,2,9,1,4,7,4,464,108,1,305,14,4,51,5,0,5,42,0,15,2,72,2,9,18,3,"naive CD4 T"
"316",554,1202,4,10,12,12,1,6,7,6,578,161,0,234,12,4,242,14,2,3,51,4,11,5,61,2,8,17,3,"naive CD4 T"
"317",836,1342,6,7,10,5,2,6,11,2,563,164,0,151,31,1,173,9,1,6,38,0,17,5,71,3,11,17,2,"naive CD4 T"
"318",586,3,520,5,7,9,3,4,9,4,436,78,0,708,2,0,61,5,2,0,20,0,13,4,28,5,13,12,3,"CD8 T"
"319",608,3,1,7,5,7,3,6,8,1,709,113,0,450,2,0,26,11,3,0,75,1,4,2,24,3,23,12,6,"naive CD4 T"
"320",858,1887,7,11,7,10,2,2,7,14,14,559,0,11,230,2,3,12,1,2,11,3,7,7,216,9,256,341,9,"mem CD4 T"
"321",306,438,4,9,1,6,1,1,4,0,236,45,0,85,11,0,61,1,0,0,9,0,3,2,28,1,1,4,1,"naive CD4 T"
"322",444,1228,11,110,30,15,2,3,19,13,349,219,0,16,129,6,35,23,3,51,65,4,7,9,85,11,14,1073,7,"mem CD4 T"
"323",5,74,8,1025,470,7,5,2,6,3,3,14,0,239,8,2,22,5,4,172,4,4,0,2,2,0,5,252,1,"CD14 Mono"
"324",551,1235,6,10,17,6,1,3,7,100,700,84,1,246,13,7,14,15,1,5,30,1,12,2,29,7,5,34,2,"naive CD4 T"
"325",1174,744,5,8,18,12,2,2,12,3,693,109,0,418,4,4,36,7,3,0,73,1,16,5,88,1,8,15,2,"naive CD4 T"
"326",28,23,14,9,13,25,5,339,217,8,1100,29,0,1191,10,7,12,23,14,314,12,3,17,8,9,8,6,2527,7,"B"
"327",6,98,6,1956,290,10,1,3,2,5,1,9,0,9,70,1,54,32,1,70,4,2,7,1,1,0,5,133,1,"CD14 Mono"
"328",10,107,10,2410,789,27,2,6,21,6,6,20,0,16,68,8,5,18,3,200,6,7,9,9,16,7,3,175,4,"CD14 Mono"
"329",13,8,3,121,7,7,56,5,7,13,348,11,2,1207,6,372,18,10,2,5,6,5,11,7,3,146,5,20,9,"NK"
"330",1056,1712,6,6,11,12,6,4,14,4,992,206,0,102,40,8,62,18,3,2,26,4,22,4,169,9,7,30,2,"naive CD4 T"
"331",27,11,13,55,12,15,2,695,819,7,412,19,1,1535,7,3,61,6,13,19,6,3,9,3,11,13,3,433,1,"B"
"332",11,182,1,437,292,6,1,2,9,0,5,5,0,207,10,2,75,21,1,153,3,5,9,4,2,2,4,514,0,"CD14 Mono"
"333",39,271,24,968,113,10,43,3,18,8,10,8,0,118,48,2,6,13,2,270,5,3,7,7,7,11,6,2739,1,"CD14 Mono"
"334",672,1396,4,8,10,13,2,3,10,3,545,124,1,542,15,3,86,12,0,3,38,4,12,4,59,14,5,16,4,"naive CD4 T"
"335",267,887,2,4,6,7,5,1,8,5,277,126,0,32,21,1,12,8,0,3,114,1,9,7,55,1,5,6,0,"mem CD4 T"
"336",5,137,3,1127,435,6,5,0,3,5,4,6,0,81,28,1,38,10,1,200,1,1,2,0,4,0,3,173,1,"CD14 Mono"
"337",10,85,12,1859,602,7,2,5,6,3,5,8,0,21,81,4,50,54,3,247,3,2,8,5,5,4,3,228,3,"CD14 Mono"
"338",386,1011,21,10,15,53,6,15,33,24,412,282,0,9,176,22,8,18,3,15,51,6,47,8,97,11,29,54,11,"mem CD4 T"
"339",24,369,11,1962,623,18,5,3,14,9,5,19,0,156,43,2,104,14,3,189,6,4,6,3,9,3,7,1070,16,"CD14 Mono"
"340",25,12,18,35,12,14,5,492,2194,12,656,15,1,1528,3,3,2,12,6,7,2,4,5,3,7,9,8,556,4,"B"
"341",23,165,12,2898,773,19,3,10,11,8,4,18,0,13,96,2,7,12,3,142,11,7,6,2,4,4,6,360,5,"CD14 Mono"
"342",503,6,404,6,12,9,3,0,9,0,628,65,1,536,0,1,89,8,1,3,68,2,21,3,41,7,2,10,2,"CD8 T"
"343",10,7,10,67,7,15,738,6,17,4,2,22,0,1718,2,247,5,17,1,4,2,1,7,6,21,97,9,17,10,"NK"
"344",526,825,7,10,11,7,3,3,8,7,460,131,0,69,19,1,2,2,0,1,133,4,8,3,35,7,8,13,3,"mem CD4 T"
"345",803,18,606,3,9,6,2,3,13,2,391,272,1,148,67,3,1,16,1,0,63,4,9,1,101,2,31,26,40,"CD8 T"
"346",19,15,4,10,11,10,5,472,814,2,7,10,0,1114,7,2,9,10,1,4,5,2,6,2,12,2,6,383,1,"B"
"347",611,1296,7,6,8,14,2,1,8,2,736,76,0,474,10,6,17,19,3,4,152,5,15,3,65,5,4,10,1,"naive CD4 T"
"348",12,7,7,9,21,14,3,447,1115,13,15,9,1,861,4,9,7,25,1,13,4,7,12,3,11,6,10,4133,6,"B"
"349",292,914,3,3,8,9,2,1,6,20,9,73,0,11,62,0,3,8,0,2,70,0,1,5,10,1,5,14,1,"mem CD4 T"
"350",639,1197,7,8,14,9,2,6,7,69,546,314,0,4,220,2,18,11,3,3,11,3,11,3,338,4,45,40,82,"mem CD4 T"
"351",15,6,11,8,11,13,6,800,1997,33,1,27,1,1715,5,4,15,20,3,5,5,3,17,7,9,4,10,589,4,"B"
"352",975,1244,6,6,10,11,10,5,6,2,363,195,0,8,129,0,111,6,0,2,82,1,12,2,90,3,6,10,4,"mem CD4 T"
"353",297,1094,4,10,9,12,4,5,6,7,573,223,0,11,266,5,4,4,1,1,60,3,11,2,139,8,19,13,2,"mem CD4 T"
"354",8,159,3,10,4,4,0,3,1,1,3,8,0,72,7,0,45,20,0,60,3,5,3,1,2,1,4,652,0,"DC"
"355",738,6,866,27,15,7,0,2,32,2,70,213,0,11,192,0,8,13,2,3,21,8,7,6,66,2,45,24,11,"CD8 T"
"356",298,4,235,8,5,7,0,0,9,1,450,89,0,29,21,1,21,13,0,1,64,3,8,4,37,0,5,17,2,"CD8 T"
"357",687,876,1,6,8,14,3,3,7,4,521,148,0,370,11,2,53,10,0,5,25,4,8,3,63,5,2,21,1,"naive CD4 T"
"358",990,910,8,15,8,18,6,5,16,8,672,110,0,487,7,3,133,4,1,3,19,3,14,6,54,8,10,24,5,"naive CD4 T"
"359",946,1229,4,13,13,18,4,1,10,3,590,167,1,280,8,3,180,13,1,6,78,4,9,4,76,4,8,12,0,"naive CD4 T"
"360",9,12,5,242,8,10,804,1,6,9,9,10,0,377,13,219,1,6,1,2,2,3,4,5,9,18,5,29,29,"NK"
"361",620,1006,4,17,10,15,4,1,13,19,454,81,0,494,4,1,35,14,1,8,30,4,26,1,31,2,3,21,1,"naive CD4 T"
"362",18,143,11,2421,585,12,3,4,12,6,5,13,0,26,94,4,94,28,3,247,2,6,16,4,0,4,9,776,3,"CD14 Mono"
"363",553,864,6,11,10,11,3,2,9,1,349,88,0,389,3,2,10,7,0,1,47,6,14,1,22,3,7,17,4,"naive CD4 T"
"364",871,7,947,12,10,10,2,6,13,5,911,105,0,1145,6,6,159,11,0,4,63,4,18,2,49,2,3,18,5,"CD8 T"
"365",354,1275,11,171,13,11,461,6,11,4,943,237,0,708,60,160,93,14,6,3,59,2,22,9,203,28,6,30,74,"NK"
"366",716,1044,2,11,10,12,5,3,9,64,511,95,0,577,5,6,73,10,1,8,23,4,10,3,18,4,6,19,1,"naive CD4 T"
"367",14,12,6,55,13,8,384,5,12,8,4,17,0,1075,5,421,7,625,1,3,6,3,5,1,4,55,3,53,5,"NK"
"368",8,170,5,2065,649,5,0,6,8,2,13,7,0,18,76,3,32,17,2,135,0,1,6,3,9,2,5,171,2,"CD14 Mono"
"369",733,1371,7,4,16,14,2,7,5,3,89,347,0,5,246,3,6,3,2,3,166,1,7,6,36,1,5,21,2,"mem CD4 T"
"370",6,142,4,309,20,7,41,1,3,3,2,11,0,253,23,2,4,6,0,147,2,0,6,5,3,1,4,1279,1,"CD14 Mono"
"371",843,1348,5,20,14,13,4,4,10,11,457,437,0,10,117,3,13,10,3,6,27,6,8,7,204,1,12,20,2,"mem CD4 T"
"372",9,56,5,1892,287,8,0,3,4,3,7,6,0,10,51,3,16,10,3,112,2,1,6,3,5,1,1,110,0,"CD14 Mono"
"373",631,26,572,47,10,4,2,2,12,3,382,41,0,155,43,1,7,7,1,0,8,4,7,2,79,2,13,19,3,"CD8 T"
"374",6,144,5,1393,401,6,3,4,8,3,1,2,0,7,53,1,3,32,1,84,4,7,2,2,9,2,1,324,1,"CD14 Mono"
"375",20,225,7,3062,1027,16,3,11,10,11,7,16,0,13,130,8,12,43,3,352,9,4,13,3,8,5,8,1074,2,"CD14 Mono"
"376",325,3,2,9,6,7,1,5,0,6,727,92,0,656,5,2,18,12,0,1,36,2,8,4,53,5,3,12,4,"naive CD4 T"
"377",10,102,1,1470,459,12,6,3,9,8,6,12,0,9,40,2,8,13,3,114,6,9,9,1,3,4,1,474,1,"CD14 Mono"
"378",19,6,8,7,7,13,1,509,1790,10,5,15,3,866,2,8,9,15,4,8,2,5,13,2,3,2,10,684,3,"B"
"379",564,1000,1,9,6,12,1,4,6,4,355,100,0,17,80,3,18,4,2,3,30,3,8,1,41,0,7,20,2,"mem CD4 T"
"380",251,849,6,5,9,6,1,2,10,5,206,81,0,5,130,2,11,7,1,3,45,0,6,4,13,1,3,10,4,"mem CD4 T"
"381",10,5,6,24,11,5,3,582,719,16,11,12,1,1096,7,1,10,28,3,11,4,6,7,1,7,1,6,334,2,"B"
"382",14,5,9,2,4,5,3,226,444,12,7,7,0,544,2,1,4,13,3,3,6,1,5,2,4,5,6,1227,2,"B"
"383",483,1190,3,16,22,5,1,3,7,7,66,203,0,13,160,2,4,10,0,4,107,1,3,0,84,5,30,17,1,"mem CD4 T"
"384",829,1141,5,13,13,3,4,5,4,4,690,103,0,76,31,4,21,3,1,5,56,4,19,3,61,1,6,15,1,"naive CD4 T"
"385",525,6,695,5,16,13,3,5,8,3,704,112,0,664,3,2,105,9,0,1,77,4,24,5,47,5,11,15,2,"CD8 T"
"386",541,1949,6,12,9,10,2,7,15,5,452,185,0,8,184,8,7,361,1,2,171,2,13,0,47,4,22,36,2,"mem CD4 T"
"387",221,1416,4,5,7,10,1,1,13,54,327,168,0,2,294,4,106,6,2,1,7,2,10,7,131,4,5,20,9,"mem CD4 T"
"388",21,144,7,4966,927,18,4,8,6,12,9,15,0,21,183,7,82,38,3,239,9,4,6,5,9,8,9,275,4,"CD14 Mono"
"389",599,933,6,11,4,5,3,4,4,3,324,156,0,13,107,2,38,4,0,4,64,3,18,3,101,1,4,9,2,"mem CD4 T"
"390",473,500,8,5,8,8,1,3,17,4,680,147,1,660,3,1,10,3,4,2,7,7,16,5,34,2,1,10,4,"naive CD4 T"
"391",939,16,571,25,14,9,2,4,18,3,302,251,0,16,209,5,3,10,1,3,6,4,9,3,176,2,55,281,30,"CD8 T"
